39, Male, United-States, Adm-clerical, Bachelors, Never-married, State-gov, White
38, Male, United-States, Exec-managerial, Bachelors, Married-civ-spouse, Private, White
39, Male, England, Tech-support, HS-grad, Never-married, Private, White
40, Male, United-States, Exec-managerial, HS-grad, Married-civ-spouse, Private, White
24, Male, United-States, Prof-specialty, Bachelors, Never-married, Federal-gov, White
30, Male, United-States, Tech-support, Some-college, Married-civ-spouse, Private, White
44, Male, United-States, Transport-moving, Some-college, Married-civ-spouse, Private, Black
40, Male, United-States, Sales, HS-grad, Married-civ-spouse, Private, White
30, Female, Puerto-Rico, Machine-op-inspct, HS-grad, Never-married, Private, White
42, Female, United-States, Prof-specialty, Masters, Divorced, Private, White
52, Female, United-States, Prof-specialty, Assoc-voc, Divorced, Self-emp-not-inc, White
42, Male, United-States, Craft-repair, Some-college, Married-civ-spouse, Private, Black
39, Male, United-States, Craft-repair, Some-college, Married-civ-spouse, Private, White
43, Male, United-States, Prof-specialty, Some-college, Divorced, Private, White
62, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Self-emp-not-inc, White
30, Male, England, Craft-repair, Assoc-voc, Married-civ-spouse, Private, White
39, Male, United-States, Prof-specialty, Bachelors, Married-civ-spouse, Private, White
41, Female, United-States, Transport-moving, HS-grad, Married-civ-spouse, Private, White
49, Female, United-States, Prof-specialty, Masters, Married-civ-spouse, Private, White
25, Male, United-States, Craft-repair, 11th, Married-civ-spouse, Private, White
48, Male, United-States, Transport-moving, 11th, Married-civ-spouse, Private, White
44, Male, United-States, Adm-clerical, Bachelors, Never-married, State-gov, White
36, Male, United-States, Handlers-cleaners, 9th, Divorced, Private, White
40, Male, Ireland, Handlers-cleaners, HS-grad, Never-married, Private, White
21, Female, Jamaica, Adm-clerical, HS-grad, Never-married, Private, Black
41, Female, United-States, Adm-clerical, Some-college, Separated, Private, White
24, Female, United-States, Exec-managerial, Bachelors, Never-married, Private, White
67, Male, United-States, Farming-fishing, HS-grad, Married-civ-spouse, Self-emp-not-inc, White
24, Male, United-States, Adm-clerical, Bachelors, Never-married, Private, White
50, Male, United-States, Sales, Bachelors, Married-civ-spouse, Self-emp-not-inc, White
48, Male, United-States, Sales, Masters, Divorced, Private, White
29, Male, Ecuador, Machine-op-inspct, HS-grad, Never-married, Private, White
50, Female, Ireland, Prof-specialty, Bachelors, Divorced, Private, White
64, Male, United-States, Exec-managerial, 10th, Married-civ-spouse, State-gov, White
49, Male, United-States, Other-service, 9th, Divorced, Private, Black
20, Male, United-States, Other-service, HS-grad, Never-married, Private, Black
30, Female, United-States, Adm-clerical, HS-grad, Separated, Private, White
37, Male, China, Other-service, Bachelors, Married-civ-spouse, Private, Asian-Pac-Islander
52, Male, United-States, Machine-op-inspct, HS-grad, Married-civ-spouse, Private, White
22, Male, United-States, Protective-serv, Some-college, Never-married, Private, White
19, Male, United-States, Adm-clerical, Some-college, Never-married, State-gov, White
52, Male, United-States, Craft-repair, HS-grad, Divorced, Private, White
42, Female, United-States, Tech-support, Bachelors, Married-spouse-absent, Private, Asian-Pac-Islander
35, Female, United-States, Exec-managerial, HS-grad, Separated, Private, White
27, Female, United-States, Adm-clerical, Some-college, Never-married, Private, White
54, Female, United-States, Other-service, HS-grad, Never-married, State-gov, Black
37, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Private, White
37, Male, United-States, Transport-moving, 10th, Married-civ-spouse, Private, White
28, Male, United-States, Craft-repair, 7th-8th, Married-civ-spouse, Private, White
63, Male, United-States, Sales, Bachelors, Married-civ-spouse, Private, White
19, Male, United-States, Machine-op-inspct, HS-grad, Never-married, Private, White
28, Female, United-States, Sales, Bachelors, Never-married, Private, White
44, Female, United-States, Prof-specialty, Prof-school, Never-married, Private, White
31, Male, United-States, Craft-repair, Some-college, Married-civ-spouse, Private, White
64, Female, United-States, Priv-house-serv, HS-grad, Divorced, Private, White
40, Male, United-States, Handlers-cleaners, HS-grad, Married-civ-spouse, Private, White
59, Female, United-States, Prof-specialty, Assoc-acdm, Divorced, Local-gov, White
22, Female, United-States, Adm-clerical, Some-college, Never-married, Private, White
40, Female, United-States, Sales, Some-college, Never-married, Private, White
35, Male, Mexico, Handlers-cleaners, 7th-8th, Married-civ-spouse, Private, White
20, Female, United-States, Adm-clerical, Some-college, Never-married, Private, White
35, Male, United-States, Protective-serv, HS-grad, Never-married, Local-gov, White
28, Male, United-States, Exec-managerial, Some-college, Married-civ-spouse, Private, White
28, Male, United-States, Machine-op-inspct, HS-grad, Divorced, Private, White
25, Male, United-States, Sales, Assoc-acdm, Never-married, Self-emp-inc, White
37, Female, United-States, Adm-clerical, HS-grad, Divorced, Private, White
31, Female, United-States, Sales, Assoc-voc, Divorced, Private, White
41, Female, United-States, Adm-clerical, HS-grad, Never-married, Private, White
31, Male, United-States, Tech-support, 10th, Married-civ-spouse, Private, White
44, Male, United-States, Craft-repair, HS-grad, Married-civ-spouse, Private, White
20, Male, United-States, Exec-managerial, Some-college, Never-married, Private, Black
57, Male, United-States, Farming-fishing, Some-college, Married-civ-spouse, Self-emp-not-inc, White
26, Female, United-States, Other-service, HS-grad, Divorced, Private, White
44, Male, Greece, Exec-managerial, HS-grad, Married-civ-spouse, Self-emp-inc, White
29, Male, United-States, Protective-serv, HS-grad, Never-married, Local-gov, White
36, Male, United-States, Prof-specialty, HS-grad, Married-civ-spouse, Private, White
40, Male, United-States, Craft-repair, Assoc-voc, Married-civ-spouse, Private, White
21, Male, Jamaica, Other-service, Assoc-acdm, Never-married, Private, Black
21, Male, United-States, Craft-repair, Some-college, Never-married, Private, White
34, Male, United-States, Prof-specialty, Prof-school, Separated, Self-emp-not-inc, White
24, Female, United-States, Exec-managerial, Bachelors, Never-married, Private, White
28, Female, United-States, Other-service, 10th, Divorced, Private, White
35, Male, United-States, Transport-moving, HS-grad, Separated, Private, White
35, Male, United-States, Craft-repair, HS-grad, Divorced, Private, White
38, Female, United-States, Exec-managerial, Bachelors, Never-married, State-gov, White
44, Female, United-States, Adm-clerical, HS-grad, Divorced, Federal-gov, Black
39, Female, Poland, Handlers-cleaners, Bachelors, Married-civ-spouse, Private, White
57, Female, United-States, Other-service, HS-grad, Divorced, Local-gov, White
19, Female, United-States, Sales, Some-college, Never-married, Private, White
29, Male, United-States, Machine-op-inspct, Assoc-voc, Married-civ-spouse, Private, White
23, Male, United-States, Machine-op-inspct, HS-grad, Never-married, Private, Black
50, Female, United-States, Other-service, HS-grad, Widowed, Private, White
51, Male, United-States, Craft-repair, Some-college, Married-civ-spouse, Self-emp-not-inc, White
28, Male, United-States, Craft-repair, Assoc-voc, Divorced, Private, Amer-Indian-Eskimo
44, Male, United-States, Sales, Bachelors, Married-civ-spouse, Private, White
29, Male, United-States, Prof-specialty, Bachelors, Never-married, Self-emp-not-inc, Black
31, Male, United-States, Transport-moving, HS-grad, Divorced, Private, White
27, Male, United-States, Craft-repair, Bachelors, Married-civ-spouse, Private, White
34, Male, United-States, Exec-managerial, Bachelors, Married-civ-spouse, Private, White
50, Male, Philippines, Prof-specialty, Prof-school, Married-civ-spouse, Self-emp-inc, Asian-Pac-Islander
27, Male, United-States, Handlers-cleaners, Some-college, Married-civ-spouse, Private, White
31, Female, United-States, Adm-clerical, Assoc-voc, Never-married, Private, Black
46, Male, United-States, Craft-repair, Assoc-acdm, Married-civ-spouse, Private, White
39, Female, United-States, Adm-clerical, Some-college, Never-married, Private, Asian-Pac-Islander
40, Male, United-States, Sales, Bachelors, Married-civ-spouse, Private, White
28, Male, United-States, Sales, 11th, Divorced, Private, White
18, Female, United-States, Sales, HS-grad, Never-married, Private, White
51, Female, United-States, Adm-clerical, HS-grad, Divorced, Private, White
58, Male, United-States, Sales, HS-grad, Divorced, Self-emp-inc, White
66, Male, United-States, Sales, HS-grad, Married-civ-spouse, Private, White
36, Female, South, Other-service, HS-grad, Married-civ-spouse, Self-emp-not-inc, Asian-Pac-Islander
38, Female, United-States, Handlers-cleaners, 11th, Divorced, Private, White
25, Male, United-States, Exec-managerial, Assoc-acdm, Never-married, Private, White
25, Female, United-States, Other-service, HS-grad, Never-married, Private, White
90, Male, United-States, Handlers-cleaners, 11th, Never-married, Private, White
41, Female, United-States, Adm-clerical, Some-college, Divorced, Local-gov, White
33, Female, Germany, Prof-specialty, Bachelors, Divorced, Private, White
33, Female, United-States, Adm-clerical, HS-grad, Never-married, Private, White
35, Male, United-States, Exec-managerial, Bachelors, Married-civ-spouse, Private, White
39, Female, United-States, Craft-repair, HS-grad, Never-married, Self-emp-not-inc, Black
59, Male, United-States, Sales, HS-grad, Married-civ-spouse, Private, White
19, Male, United-States, Tech-support, Some-college, Never-married, Private, White
39, Male, United-States, Sales, HS-grad, Married-civ-spouse, Private, White
27, Female, United-States, Handlers-cleaners, HS-grad, Never-married, Private, White
52, Male, United-States, Craft-repair, 7th-8th, Married-civ-spouse, Private, White
59, Female, United-States, Other-service, HS-grad, Divorced, Self-emp-not-inc, White
28, Female, United-States, Craft-repair, Some-college, Divorced, Private, White
37, Female, Peru, Other-service, HS-grad, Divorced, Private, White
36, Male, United-States, Exec-managerial, Bachelors, Married-civ-spouse, Private, White
34, Male, United-States, Prof-specialty, Bachelors, Married-civ-spouse, Private, White
23, Male, United-States, Adm-clerical, Some-college, Never-married, Private, White
33, Male, United-States, Craft-repair, HS-grad, Divorced, Private, White
27, Male, United-States, Prof-specialty, Masters, Never-married, Local-gov, White
31, Male, United-States, Prof-specialty, Masters, Married-civ-spouse, Local-gov, White
21, Male, United-States, Machine-op-inspct, 10th, Married-civ-spouse, Private, White
31, Male, United-States, Exec-managerial, HS-grad, Married-civ-spouse, Private, White
59, Male, United-States, Handlers-cleaners, HS-grad, Married-civ-spouse, Private, White
40, Male, United-States, Prof-specialty, Masters, Married-civ-spouse, Local-gov, White
19, Male, United-States, Handlers-cleaners, 11th, Never-married, Private, White
47, Male, United-States, Transport-moving, HS-grad, Married-civ-spouse, Private, White
34, Male, United-States, Craft-repair, Bachelors, Never-married, Private, White
57, Male, United-States, Other-service, HS-grad, Married-civ-spouse, Private, White
51, Male, United-States, Transport-moving, 9th, Married-civ-spouse, Local-gov, Black
21, Male, United-States, Handlers-cleaners, Some-college, Never-married, Private, White
30, Male, United-States, Sales, Some-college, Married-civ-spouse, Self-emp-inc, White
46, Male, United-States, Handlers-cleaners, Some-college, Divorced, Private, White
40, Female, United-States, Sales, Bachelors, Never-married, Private, White
52, Male, El-Salvador, Other-service, Preschool, Married-civ-spouse, Private, White
23, Male, Taiwan, Sales, Bachelors, Never-married, Private, Asian-Pac-Islander
25, Female, United-States, Adm-clerical, HS-grad, Never-married, Private, White
43, Male, United-States, Transport-moving, Some-college, Divorced, Private, White
38, Female, United-States, Protective-serv, Some-college, Divorced, State-gov, Amer-Indian-Eskimo
22, Female, United-States, Other-service, Assoc-voc, Never-married, Private, White
33, Female, United-States, Adm-clerical, Bachelors, Never-married, Local-gov, White
34, Male, United-States, Prof-specialty, Some-college, Married-civ-spouse, Private, White
65, Male, United-States, Transport-moving, Assoc-voc, Married-civ-spouse, Private, White
50, Male, United-States, Tech-support, HS-grad, Never-married, Private, White
